사용단어	가중치	사용횟수	단어승률
법원	86	100	0.86
법적	77	100	0.77
법칙	100	100	1.0
베개	97	100	0.97
베이징	100	100	1.0
벤치	76	100	0.76
벨트	0	100	0.0
변경	76	100	0.76
변동	92	100	0.92
변명	71	100	0.71
변신	91	100	0.91
변호사	81	100	0.81
변화	99	100	0.99
별도	79	100	0.79
별명	80	100	0.8
별일	97	100	0.97
병실	82	100	0.82
병아리	50	100	0.5
병원	91	100	0.91
보고	80	100	0.8
보고서	79	100	0.79
보관	69	100	0.69
보너스	86	100	0.86
보도	83	100	0.83
보라색	50	100	0.5
보람	100	100	1.0
보름	100	100	1.0
보리	43	100	0.43
보상	88	100	0.88
보수	88	100	0.88
보수적	83	100	0.83
보안	79	100	0.79
보자기	79	100	0.79
보장	76	100	0.76
보전	97	100	0.97
보조	88	100	0.88
보존	100	100	1.0
보통	95	100	0.95
보편적	76	100	0.76
보험	100	100	1.0
보호	82	100	0.82
복도	83	100	0.83
복사	79	100	0.79
복사기	89	100	0.89
복숭아	59	100	0.59
복습	100	100	1.0
볶음	82	100	0.82
볶음밥	26	100	0.26
본격적	67	100	0.67
본래	100	100	1.0
본부	90	100	0.9
본사	84	100	0.84
본성	86	100	0.86
본인	86	100	0.86
본질	99	100	0.99
볼링	100	100	1.0
볼일	97	100	0.97
볼펜	100	100	1.0
봉사	86	100	0.86
봉지	94	100	0.94
봉투	98	100	0.98
부근	91	100	0.91
부끄러움	92	100	0.92
부담	95	100	0.95
부대	90	100	0.9
부동산	97	100	0.97
부모	80	100	0.8
부모님	100	100	1.0
부문	97	100	0.97
부부	88	100	0.88
부분	85	100	0.85
부분적	83	100	0.83
부산	92	100	0.92
부상	94	100	0.94
부서	77	100	0.77
부엌	100	100	1.0
부위	71	100	0.71
부인	88	100	0.88
부자	77	100	0.77
부작용	79	100	0.79
부잣집	100	100	1.0
부장	79	100	0.79
부재	83	100	0.83
부정	99	100	0.99
부정적	77	100	0.77
부족	100	100	1.0
부채	65	100	0.65
부처	77	100	0.77
부친	71	100	0.71
부탁	100	100	1.0
부품	100	100	1.0
부피	89	100	0.89
부회장	83	100	0.83
북부	94	100	0.94
북쪽	100	100	1.0
북한	78	100	0.78
분노	80	100	0.8
분량	100	100	1.0
분리	49	100	0.49
분석	100	100	1.0
분야	100	100	1.0
분위기	87	100	0.87
분필	89	100	0.89
분홍색	60	100	0.6
불고기	88	100	0.88
불교	97	100	0.97
불꽃	57	100	0.57
불만	86	100	0.86
불법	61	100	0.61
불빛	0	100	0.0
불안	84	100	0.84
불이익	100	100	1.0
불편	98	100	0.98
불평	96	100	0.96
불행	100	100	1.0
브랜드	100	100	1.0
블라우스	79	100	0.79
비교	95	100	0.95
비극	100	100	1.0
비난	100	100	1.0
비누	100	100	1.0
비닐	100	100	1.0
비닐봉지	88	100	0.88
비둘기	82	100	0.82
비디오	76	100	0.76
비만	85	100	0.85
비명	66	100	0.66
비밀	0	100	0.0
비바람	100	100	1.0
비빔밥	23	100	0.23
비상	84	100	0.84
비서	79	100	0.79
비용	76	100	0.76
비율	100	100	1.0
비중	87	100	0.87
비타민	84	100	0.84
비판	100	100	1.0
비판적	72	100	0.72
비행	100	100	1.0
비행기	86	100	0.86
비행장	75	100	0.75
빌딩	100	100	1.0
빗물	94	100	0.94
빗방울	100	100	1.0
빗줄기	89	100	0.89
빛깔	100	100	1.0
빨간색	48	100	0.48
빨래	100	100	1.0
뿌리	46	100	0.46
사건	96	100	0.96
사계절	90	100	0.9
사고	81	100	0.81
사과	100	100	1.0
사기	80	100	0.8
사나이	92	100	0.92
사냥	100	100	1.0
사람	100	100	1.0
사랑	100	100	1.0
사례	100	100	1.0
사립	100	100	1.0
사망	100	100	1.0
사모님	100	100	1.0
사무	68	100	0.68
사무소	93	100	0.93
사무실	77	100	0.77
사무직	97	100	0.97
사물	97	100	0.97
사방	88	100	0.88
사상	85	100	0.85
